name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;283;0;330;3153;1481;3153;1196;0
header;237;166;237;201;1864;201;1864;166
A;1034;226;1034;257;1061;257;1061;226
A;1186;604;1186;612;1194;612;1194;604
B;807;879;807;897;822;897;822;879
B;1047;907;1047;935;1069;935;1069;907
C;1051;1577;1051;1607;1073;1607;1073;1577
A;622;1826;622;1826;623;1826;623;1826
B;469;2163;469;2182;484;2182;484;2163
A;1352;2165;1352;2172;1359;2172;1359;2165
D;1058;2247;1058;2275;1079;2275;1079;2247
B;614;2441;614;2460;628;2460;628;2441
A;586;2887;586;2887;586;2887;586;2887
