name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;541;0;706;3151;1059;3151;1059;0
header;219;181;219;212;1847;212;1847;181
B;589;269;589;314;623;314;623;269
D;858;269;858;316;898;316;898;269
B;544;270;544;314;576;314;576;270
B;811;271;811;314;844;314;844;271
B;689;271;689;314;720;314;720;271
A;1024;508;1024;536;1046;536;1046;508
B;1022;1188;1022;1215;1041;1215;1041;1188
C;1022;1862;1022;1891;1042;1891;1042;1862
D;1025;2457;1025;2483;1045;2483;1045;2457
A;1020;2608;1020;2609;1020;2609;1020;2608
